gene	B10	B11	B12	B1	B2	B3	B4	B5	B6	B7	B8	B9
ENSMUSG00000095543.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021733.11	139	93	129	164	164	225	162	124	178	57	113	110
ENSMUSG00000024218.13	221	229	213	323	405	330	323	237	349	140	217	226
ENSMUSG00000078262.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111105.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106249.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084939.2	0	0	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000057050.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116737.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086367.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065155.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104795.1	1	3	1	5	3	4	3	0	1	3	3	3
ENSMUSG00000091223.2	1	1	2	4	6	1	4	1	8	2	5	4
ENSMUSG00000096855.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114234.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109378.1	6	4	2	6	1	2	2	8	5	3	2	2
ENSMUSG00000046683.16	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000112780.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096289.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083748.1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081811.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002489.16	156	184	224	269	347	452	296	178	328	188	364	405
ENSMUSG00000078772.2	8	6	11	8	6	7	1	2	4	1	11	6
ENSMUSG00000024269.11	103	115	135	217	270	269	176	118	199	82	158	169
ENSMUSG00000001014.6	33	23	24	31	33	16	25	12	31	28	29	33
ENSMUSG00000117363.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110397.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036928.14	0	0	0	0	1	0	1	1	0	2	0	0
ENSMUSG00000106759.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076389.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081245.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104822.1	32	19	35	32	34	36	42	29	35	15	26	26
ENSMUSG00000077607.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098819.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091733.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113043.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050855.16	35	45	36	44	35	33	47	32	52	9	30	23
ENSMUSG00000084940.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050423.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109405.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026080.13	8	5	3	19	16	15	18	19	15	36	80	71
ENSMUSG00000095098.2	109	119	111	192	210	214	163	126	206	106	138	144
ENSMUSG00000016757.11	239	293	436	633	761	1033	476	346	784	247	457	478
ENSMUSG00000093161.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037660.5	8	0	0	1	4	5	6	3	2	15	29	26
ENSMUSG00000029205.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112927.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109888.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102439.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086877.7	196	196	129	203	200	167	290	197	190	112	144	158
ENSMUSG00000100985.1	6	6	2	5	4	7	2	2	7	1	5	2
ENSMUSG00000107951.1	46	60	49	140	158	137	99	94	115	76	78	72
ENSMUSG00000077581.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096316.7	0	1	0	0	1	1	2	0	1	0	1	0
ENSMUSG00000087020.1	0	3	2	1	2	3	2	1	0	3	4	3
ENSMUSG00000110424.1	6	5	5	7	7	4	2	8	9	9	5	11
ENSMUSG00000105568.1	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000075198.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096290.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097628.1	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000080054.3	62	89	46	50	74	40	79	53	57	26	30	30
ENSMUSG00000027215.13	428	382	415	318	407	391	536	370	583	138	244	253
ENSMUSG00000085686.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115007.1	3	9	3	9	9	9	5	10	6	7	8	6
ENSMUSG00000086904.1	65	61	35	64	38	45	83	69	46	40	85	65
ENSMUSG00000031179.14	4	3	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000068082.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103065.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048411.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020929.14	905	933	1091	1354	1728	2066	1155	939	1441	467	941	1021
ENSMUSG00000014767.17	836	825	565	791	922	659	887	744	702	353	462	419
ENSMUSG00000113553.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108697.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083183.1	1	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000095125.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106760.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035620.15	106	97	89	171	178	176	165	159	216	91	157	180
ENSMUSG00000041445.9	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102949.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053801.18	175	248	208	344	411	434	266	230	318	94	151	168
ENSMUSG00000109915.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000093671.1	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000007476.18	28	34	23	32	24	34	44	20	40	29	52	29
ENSMUSG00000118136.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106194.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044574.5	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000091288.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082018.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098254.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116682.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049680.17	391	377	411	442	498	520	490	386	578	286	471	531
ENSMUSG00000032999.10	3	2	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000092506.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033850.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034557.14	165	174	212	180	181	290	183	126	245	125	162	228
ENSMUSG00000085713.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054013.6	135	164	155	265	363	346	107	87	89	652	790	802
ENSMUSG00000114299.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000326.13	929	1073	895	1134	1373	1210	1267	996	1261	618	913	915
ENSMUSG00000112362.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053852.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031640.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059645.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108724.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083210.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078354.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101758.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117994.1	2	1	3	3	5	4	10	7	7	8	4	8
ENSMUSG00000092480.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093818.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088842.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081876.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020548.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038156.16	0	0	0	2	0	1	0	0	0	2	0	0
ENSMUSG00000022106.14	521	546	435	683	615	581	1056	860	776	245	437	383
ENSMUSG00000064310.10	4	6	4	18	14	17	16	9	16	5	10	22
ENSMUSG00000106221.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115491.1	0	0	0	0	0	0	0	1	2	1	0	1
ENSMUSG00000116829.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091315.1	6	0	1	1	1	0	1	1	0	0	4	1
ENSMUSG00000097063.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086459.2	75	59	109	102	126	112	65	57	108	58	107	85
ENSMUSG00000104887.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102950.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000111171.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090097.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114326.1	3	0	2	1	4	6	4	4	0	2	3	2
ENSMUSG00000022791.19	267	354	486	502	641	849	393	298	600	314	484	587
ENSMUSG00000102384.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107533.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037242.8	1063	1146	1410	934	1063	1383	2172	1587	2651	560	921	1109
ENSMUSG00000089588.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112872.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094444.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081903.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028654.13	0	0	1	2	0	1	2	2	0	1	0	1
ENSMUSG00000110006.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105030.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031691.14	484	562	616	854	926	1080	803	574	941	458	752	799
ENSMUSG00000092990.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071415.6	5764	6131	4983	6908	11105	7428	5887	5258	7658	3107	4617	5210
ENSMUSG00000099027.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117455.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110489.1	0	0	0	1	1	1	1	1	0	0	0	2
ENSMUSG00000087085.1	1	0	0	0	1	0	0	0	0	0	4	2
ENSMUSG00000042581.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103696.1	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000104914.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097573.2	23	15	14	20	27	16	21	15	17	11	14	12
ENSMUSG00000086969.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000113135.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090124.7	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000108279.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021936.14	184	199	132	207	196	161	187	166	174	87	144	146
ENSMUSG00000101193.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102411.1	12	7	1	35	8	17	16	18	11	9	11	6
ENSMUSG00000037752.4	21	20	24	46	48	46	37	24	47	30	33	51
ENSMUSG00000019373.11	1924	1939	1170	2590	2149	1760	2350	2085	1684	734	1159	1066
ENSMUSG00000020167.14	394	546	641	662	896	1019	577	384	806	324	573	612
ENSMUSG00000111681.1	22	41	26	52	42	57	32	25	36	21	35	23
ENSMUSG00000082649.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089615.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043716.13	11789	11367	8022	11719	14276	10314	11106	9976	10067	4858	7630	7426
ENSMUSG00000077673.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100028.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032826.18	285	318	443	180	187	264	466	310	574	181	303	365
ENSMUSG00000040591.18	887	829	721	943	999	924	1245	1008	1039	502	763	788
ENSMUSG00000087112.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110516.1	22	32	20	28	30	36	27	16	38	15	26	24
ENSMUSG00000103723.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064566.1	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000090634.1	0	0	0	1	0	2	1	0	0	1	0	0
ENSMUSG00000076508.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075170.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052616.10	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000038015.6	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000019789.9	2	0	0	0	1	0	1	0	1	1	0	0
ENSMUSG00000038498.4	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000108306.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039163.10	170	210	156	259	233	206	384	294	301	115	164	177
ENSMUSG00000101220.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028273.15	418	464	597	592	723	902	716	529	919	303	525	570
ENSMUSG00000110490.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095217.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113645.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083275.1	2	1	0	2	0	0	0	0	0	0	2	0
ENSMUSG00000048503.7	66	59	54	80	60	75	68	76	63	102	98	138
ENSMUSG00000063506.14	0	2	0	0	3	2	0	0	2	0	0	0
ENSMUSG00000077700.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093763.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036561.9	228	209	249	242	237	259	307	238	329	126	209	219
ENSMUSG00000115073.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046000.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104469.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067212.8	31	25	29	99	133	80	12230	9816	11461	29	45	42
ENSMUSG00000098346.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021555.15	330	307	288	323	415	475	381	292	478	167	339	322
ENSMUSG00000114957.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049249.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029408.13	57	67	56	60	88	106	51	45	68	7	11	8
ENSMUSG00000048495.16	364	375	252	375	372	270	520	406	377	159	244	212
ENSMUSG00000109981.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021123.12	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000085805.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026923.15	10	22	7	12	8	14	51	32	63	6	12	8
ENSMUSG00000041777.12	166	159	125	135	164	146	223	186	202	97	159	188
ENSMUSG00000094026.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037813.13	25	29	23	49	42	76	27	16	33	23	38	53
ENSMUSG00000026100.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112454.1	0	3	0	2	1	1	2	0	1	1	0	1
ENSMUSG00000107598.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082084.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089050.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108816.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117037.1	1	3	1	8	2	3	3	5	0	2	0	3
ENSMUSG00000081968.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115100.1	16	13	5	12	9	10	6	10	14	10	19	8
ENSMUSG00000105095.1	5	3	1	3	8	0	0	2	1	5	11	4
ENSMUSG00000097155.1	0	0	0	1	0	0	2	0	0	0	0	0
ENSMUSG00000067722.4	276	255	178	312	300	271	327	236	266	142	200	156
ENSMUSG00000092572.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060756.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057234.9	65	53	38	50	71	63	80	77	90	39	42	36
ENSMUSG00000018569.12	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104979.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091407.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086431.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037334.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111263.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084048.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082111.1	0	0	0	0	0	0	1	1	2	0	2	0
ENSMUSG00000028100.11	9	6	6	14	11	9	10	14	4	16	11	11
ENSMUSG00000100659.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017210.14	175	226	295	291	359	420	238	222	369	133	253	296
ENSMUSG00000107625.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063885.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082594.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089560.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047822.8	0	0	0	1	0	0	0	0	1	3	1	0
ENSMUSG00000056043.5	0	3	8	5	0	6	5	4	2	2	7	7
ENSMUSG00000105122.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114392.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078956.3	15	30	13	46	32	43	48	43	44	31	53	58
ENSMUSG00000032064.17	39	39	47	123	122	122	77	79	86	21	56	68
ENSMUSG00000099119.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090216.1	22	22	38	43	33	51	53	32	57	30	38	68
ENSMUSG00000115610.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085240.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041396.13	73	42	44	54	90	72	72	66	61	33	38	41
ENSMUSG00000103788.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027469.16	842	854	1011	1668	1998	2248	1317	967	1657	434	915	937
ENSMUSG00000029859.6	31	46	45	13	27	31	16	6	14	15	19	32
ENSMUSG00000097665.1	3	4	13	8	11	13	17	8	11	0	10	5
ENSMUSG00000090699.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026110.15	270	245	271	426	407	561	408	267	344	174	372	354
ENSMUSG00000113227.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087177.7	72	79	51	76	77	59	68	68	77	32	47	57
ENSMUSG00000108251.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024552.16	0	0	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000093345.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062694.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027356.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089707.1	3	7	8	5	10	10	5	3	7	2	6	15
ENSMUSG00000101285.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082621.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050296.14	226	233	270	366	312	405	93	60	97	283	690	685
ENSMUSG00000116356.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070799.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087204.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031209.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022562.15	209	243	198	278	339	301	350	273	290	136	170	201
ENSMUSG00000103815.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061186.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096474.2	19	6	8	11	24	13	18	14	23	14	11	6
ENSMUSG00000064658.1	0	0	3	0	2	0	3	0	1	0	0	1
ENSMUSG00000112036.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085750.1	0	1	0	4	1	3	2	1	0	1	0	3
ENSMUSG00000027088.10	259	271	171	276	211	193	352	307	223	166	227	202
ENSMUSG00000107060.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039747.11	138	136	149	117	177	189	110	83	141	124	209	194
ENSMUSG00000100094.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090726.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004837.2	12	6	13	4	9	15	6	1	2	9	22	11
ENSMUSG00000015441.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101312.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095309.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110582.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083367.1	46	36	50	60	72	81	58	39	76	17	29	39
ENSMUSG00000041629.7	1458	1527	1069	1556	1761	1370	1836	1472	1423	494	693	636
ENSMUSG00000111800.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106944.1	0	1	2	2	5	2	1	5	7	3	3	1
ENSMUSG00000030905.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000148.17	114	136	132	127	133	176	173	127	199	86	120	148
ENSMUSG00000088999.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115165.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086013.1	7	5	5	5	8	3	5	1	2	7	3	11
ENSMUSG00000104441.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098438.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086496.1	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000003526.12	619	657	720	810	912	935	531	447	623	163	365	344
ENSMUSG00000109024.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118294.1	0	2	0	0	0	2	0	0	0	1	0	0
ENSMUSG00000100121.1	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000073955.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112546.1	48	44	67	73	119	137	77	66	103	61	79	112
ENSMUSG00000082176.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000094118.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027981.14	122	114	93	129	138	118	168	133	154	62	96	130
ENSMUSG00000107570.1	0	0	2	1	3	4	0	0	1	1	0	0
ENSMUSG00000058491.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102058.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044393.15	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000092664.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029321.1	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000099630.1	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000022181.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117129.1	52	72	39	99	100	93	61	49	69	53	90	59
ENSMUSG00000108908.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081940.1	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000038591.3	0	0	1	0	0	0	2	0	0	0	0	0
ENSMUSG00000071452.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105187.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055872.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103250.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115675.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097247.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086523.1	1	0	0	0	3	1	4	7	2	4	4	1
ENSMUSG00000065952.13	104	120	81	103	162	78	108	98	122	50	69	64
ENSMUSG00000118321.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111355.1	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000021758.14	2	0	3	1	0	1	12	3	5	6	0	7
ENSMUSG00000082203.1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034206.15	56	69	87	148	179	223	116	85	165	32	88	75
ENSMUSG00000095793.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093290.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059588.13	42	43	21	10	9	7	47	39	39	9	28	10
ENSMUSG00000032648.14	18	19	29	16	27	39	21	16	32	4	9	8
ENSMUSG00000020831.18	4	6	2	3	2	1	2	2	1	1	3	3
ENSMUSG00000082686.1	0	0	0	0	0	1	1	0	0	0	0	1
ENSMUSG00000034891.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025484.9	213	216	129	178	169	140	254	183	193	108	164	185
ENSMUSG00000089652.1	0	0	0	0	0	0	2	4	0	0	0	0
ENSMUSG00000007038.5	840	848	706	1119	1166	1042	1149	892	999	708	1011	1081
ENSMUSG00000054428.12	2134	2156	1314	2660	2975	1944	2749	2219	2039	1339	1684	1631
ENSMUSG00000033589.4	548	552	543	871	1106	1003	717	557	831	344	534	581
ENSMUSG00000105214.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114484.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079164.8	0	0	1	0	1	1	0	0	0	0	1	0
ENSMUSG00000094628.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087269.1	15	15	15	7	14	10	10	11	11	11	20	28
ENSMUSG00000115702.1	3	2	1	0	4	3	3	2	2	1	0	2
ENSMUSG00000090308.2	0	0	0	0	0	0	0	4	0	0	0	1
ENSMUSG00000103760.1	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000067561.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095820.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034807.9	742	805	762	1071	1126	1220	1039	867	1048	463	790	765
ENSMUSG00000040621.14	54	51	45	55	61	69	86	85	81	28	44	48
ENSMUSG00000113319.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101377.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108343.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015023.7	264	265	231	415	406	400	370	263	361	153	219	212
ENSMUSG00000046723.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023367.14	668	729	669	986	1245	1197	1333	1017	1520	635	1101	1210
ENSMUSG00000093437.1	0	1	0	0	0	0	0	0	0	0	0	0
